x y z
-2.22 0.22 2.16 0.15
-2.4 0.22 2.15 -0.04
-2.55 0.22 2.12 -0.21
-2.67 0.22 2.09 -0.37
-2.77 0.22 2.04 -0.51
-2.84 0.22 1.98 -0.64
-2.88 0.22 1.9 -0.76
-2.89 0.22 1.8 -0.88
-1.55 0.22 2.14 0.81
-1.79 0.23 2.14 0.57
-2.01 0.23 2.13 0.35
-2.21 0.22 2.13 0.15
-2.37 0.22 2.12 -0.03
-2.52 0.22 2.1 -0.2
-2.64 0.23 2.06 -0.35
-2.73 0.22 2.02 -0.48
-2.8 0.22 1.96 -0.61
-2.84 0.22 1.89 -0.72
-2.85 0.22 1.8 -0.82
-1.56 0.22 2.1 0.76
-1.8 0.22 2.1 0.52
-2.0 0.22 2.1 0.31
-2.19 0.22 2.1 0.12
-2.35 0.22 2.08 -0.05
-2.49 0.22 2.07 -0.21
-2.6 0.22 2.04 -0.35
-2.69 0.22 2.0 -0.47
-2.75 0.22 1.95 -0.59
-2.79 0.22 1.88 -0.69
-2.81 0.22 1.8 -0.79
-1.58 0.19 2.07 0.68
-1.8 0.19 2.07 0.46
-2.0 0.19 2.07 0.26
-2.17 0.19 2.07 0.08
-2.33 0.19 2.06 -0.08
-2.46 0.19 2.04 -0.23
-2.57 0.19 2.01 -0.36
-2.65 0.19 1.98 -0.48
-2.71 0.19 1.93 -0.59
-2.75 0.19 1.87 -0.69
-2.76 0.19 1.8 -0.78
-1.59 0.14 2.05 0.6
-1.8 0.14 2.05 0.39
-1.99 0.14 2.05 0.2
-2.16 0.14 2.04 0.03
-2.31 0.14 2.03 -0.13
-2.43 0.14 2.02 -0.27
-2.54 0.14 1.99 -0.4
-2.62 0.14 1.96 -0.52
-2.68 0.14 1.92 -0.62
-2.72 0.14 1.87 -0.71
-2.73 0.14 1.8 -0.79
-1.6 0.08 2.03 0.52
-1.8 0.08 2.03 0.31
-1.98 0.08 2.03 0.13
-2.15 0.08 2.03 -0.04
-2.29 0.08 2.02 -0.2
-2.42 0.08 2.0 -0.34
-2.52 0.08 1.98 -0.46
-2.6 0.08 1.95 -0.57
-2.66 0.08 1.91 -0.67
-2.7 0.08 1.86 -0.75
-2.71 0.08 1.8 -0.83
-1.6 0.0 2.02 0.42
-1.8 0.0 2.02 0.22
-1.98 0.0 2.02 0.04
-2.15 0.0 2.02 -0.13
-2.29 0.0 2.01 -0.28
-2.41 0.0 2.0 -0.42
-2.51 0.0 1.98 -0.54
-2.59 0.0 1.95 -0.65
-2.65 0.0 1.91 -0.74
-2.69 0.0 1.86 -0.83
-2.7 0.0 1.8 -0.9
-2.7 0.0 1.8 -0.9
-2.69 0.0 1.73 -0.97
-2.68 0.0 1.64 -1.03
-2.64 0.0 1.55 -1.09
-2.6 0.0 1.45 -1.15
-2.54 0.0 1.35 -1.19
-2.46 0.0 1.25 -1.21
-2.37 0.0 1.15 -1.22
-2.26 0.0 1.06 -1.21
-2.14 0.0 0.97 -1.17
-2.0 0.0 0.9 -1.1
-2.71 -0.08 1.8 -0.99
-2.7 -0.08 1.72 -1.06
-2.68 -0.08 1.64 -1.13
-2.65 -0.08 1.54 -1.19
-2.6 -0.08 1.45 -1.24
-2.54 -0.08 1.34 -1.28
-2.47 -0.08 1.24 -1.3
-2.37 -0.08 1.14 -1.31
-2.27 -0.08 1.05 -1.3
-2.14 -0.08 0.97 -1.26
-2.0 -0.08 0.89 -1.19
-2.73 -0.14 1.8 -1.08
-2.72 -0.14 1.72 -1.15
-2.7 -0.14 1.63 -1.22
-2.67 -0.14 1.53 -1.28
-2.62 -0.14 1.43 -1.33
-2.56 -0.14 1.33 -1.37
-2.48 -0.14 1.23 -1.39
-2.38 -0.14 1.13 -1.4
-2.27 -0.14 1.03 -1.38
-2.14 -0.14 0.95 -1.34
-1.99 -0.14 0.87 -1.26
-2.76 -0.19 1.8 -1.15
-2.76 -0.19 1.71 -1.23
-2.74 -0.19 1.62 -1.31
-2.7 -0.19 1.52 -1.37
-2.65 -0.19 1.41 -1.42
-2.58 -0.19 1.31 -1.46
-2.49 -0.19 1.2 -1.48
-2.39 -0.19 1.1 -1.48
-2.27 -0.19 1.01 -1.46
-2.14 -0.19 0.92 -1.41
-1.98 -0.19 0.84 -1.33
-2.81 -0.22 1.8 -1.22
-2.8 -0.22 1.71 -1.31
-2.77 -0.22 1.6 -1.39
-2.74 -0.22 1.5 -1.45
-2.68 -0.22 1.39 -1.5
-2.61 -0.22 1.28 -1.54
-2.51 -0.22 1.18 -1.56
-2.41 -0.22 1.07 -1.55
-2.28 -0.22 0.97 -1.52
-2.13 -0.22 0.88 -1.47
-1.96 -0.22 0.79 -1.39
-2.85 -0.22 1.8 -1.28
-2.84 -0.23 1.7 -1.37
-2.82 -0.23 1.59 -1.45
-2.77 -0.22 1.48 -1.52
-2.71 -0.22 1.37 -1.57
-2.63 -0.22 1.25 -1.61
-2.54 -0.23 1.14 -1.62
-2.42 -0.22 1.04 -1.61
-2.28 -0.22 0.93 -1.57
-2.13 -0.22 0.84 -1.51
-1.95 -0.22 0.75 -1.43
-2.89 -0.22 1.8 -1.31
-2.89 -0.22 1.69 -1.41
-2.86 -0.22 1.57 -1.5
-2.81 -0.22 1.46 -1.57
-2.75 -0.22 1.34 -1.62
-2.66 -0.22 1.23 -1.65
-2.56 -0.22 1.11 -1.66
-2.43 -0.22 1.0 -1.65
-2.29 -0.22 0.9 -1.61
-2.12 -0.22 0.8 -1.54
-1.94 -0.22 0.71 -1.45
-2.94 -0.19 1.8 -1.32
-2.93 -0.19 1.68 -1.44
-2.9 -0.19 1.56 -1.53
-2.85 -0.19 1.44 -1.6
-2.78 -0.19 1.32 -1.65
-2.69 -0.19 1.2 -1.68
-2.58 -0.19 1.08 -1.68
-2.45 -0.19 0.97 -1.66
-2.29 -0.19 0.86 -1.62
-2.12 -0.19 0.76 -1.55
-1.92 -0.19 0.66 -1.45
-2.97 -0.14 1.8 -1.31
-2.96 -0.14 1.67 -1.43
-2.93 -0.14 1.55 -1.53
-2.88 -0.14 1.42 -1.6
-2.8 -0.14 1.3 -1.65
-2.71 -0.14 1.18 -1.68
-2.6 -0.14 1.06 -1.68
-2.46 -0.14 0.95 -1.66
-2.3 -0.14 0.84 -1.61
-2.12 -0.14 0.73 -1.53
-1.91 -0.14 0.63 -1.42
-2.99 -0.08 1.8 -1.27
-2.98 -0.08 1.67 -1.39
-2.95 -0.08 1.54 -1.49
-2.9 -0.08 1.41 -1.57
-2.82 -0.08 1.29 -1.62
-2.73 -0.08 1.16 -1.64
-2.61 -0.08 1.04 -1.64
-2.47 -0.08 0.93 -1.62
-2.3 -0.08 0.82 -1.56
-2.11 -0.08 0.71 -1.48
-1.9 -0.08 0.61 -1.38
-3.0 0.0 1.8 -1.2
-2.99 0.0 1.67 -1.32
-2.96 0.0 1.53 -1.42
-2.9 0.0 1.41 -1.5
-2.83 0.0 1.28 -1.55
-2.73 0.0 1.16 -1.57
-2.61 0.0 1.04 -1.57
-2.47 0.0 0.92 -1.55
-2.3 0.0 0.81 -1.49
-2.11 0.0 0.7 -1.41
-1.9 0.0 0.6 -1.3
-3.0 0.0 1.8 -1.2
-2.99 0.0 1.67 -1.32
-2.96 0.0 1.53 -1.42
-2.9 0.0 1.41 -1.5
-2.83 0.0 1.28 -1.55
-2.73 0.0 1.16 -1.57
-2.61 0.0 1.04 -1.57
-2.47 0.0 0.92 -1.55
-2.3 0.0 0.81 -1.49
-2.11 0.0 0.7 -1.41
-1.9 0.0 0.6 -1.3
-2.99 0.08 1.8 -1.11
-2.98 0.08 1.67 -1.23
-2.95 0.08 1.54 -1.33
-2.9 0.08 1.41 -1.41
-2.82 0.08 1.29 -1.46
-2.73 0.08 1.16 -1.48
-2.61 0.08 1.04 -1.48
-2.47 0.08 0.93 -1.46
-2.3 0.08 0.82 -1.4
-2.11 0.08 0.71 -1.32
-1.9 0.08 0.61 -1.21
-2.97 0.14 1.8 -1.02
-2.96 0.14 1.67 -1.14
-2.93 0.14 1.55 -1.24
-2.88 0.14 1.42 -1.31
-2.8 0.14 1.3 -1.36
-2.71 0.14 1.18 -1.39
-2.6 0.14 1.06 -1.39
-2.46 0.14 0.95 -1.37
-2.3 0.14 0.84 -1.32
-2.12 0.14 0.73 -1.24
-1.91 0.14 0.63 -1.14
-2.94 0.19 1.8 -0.95
-2.93 0.19 1.68 -1.06
-2.9 0.19 1.56 -1.15
-2.85 0.19 1.44 -1.22
-2.78 0.19 1.32 -1.27
-2.69 0.19 1.2 -1.3
-2.58 0.19 1.08 -1.31
-2.45 0.19 0.97 -1.29
-2.29 0.19 0.86 -1.24
-2.12 0.19 0.76 -1.17
-1.92 0.19 0.66 -1.07
-2.89 0.22 1.8 -0.88
-2.89 0.22 1.69 -0.98
-2.86 0.22 1.57 -1.07
-2.81 0.22 1.46 -1.14
-2.75 0.22 1.34 -1.19
-2.66 0.22 1.23 -1.22
-2.56 0.22 1.11 -1.23
-2.43 0.22 1.0 -1.22
-2.29 0.22 0.9 -1.17
-2.12 0.22 0.8 -1.11
-1.94 0.22 0.71 -1.01
-2.85 0.22 1.8 -0.82
-2.84 0.23 1.7 -0.92
-2.82 0.23 1.59 -1.0
-2.77 0.22 1.48 -1.07
-2.71 0.22 1.37 -1.12
-2.63 0.22 1.25 -1.16
-2.54 0.23 1.14 -1.17
-2.42 0.22 1.04 -1.16
-2.28 0.22 0.93 -1.12
-2.13 0.22 0.84 -1.06
-1.95 0.22 0.75 -0.98
-2.81 0.22 1.8 -0.79
-2.8 0.22 1.71 -0.88
-2.77 0.22 1.6 -0.95
-2.74 0.22 1.5 -1.02
-2.68 0.22 1.39 -1.07
-2.61 0.22 1.28 -1.11
-2.51 0.22 1.18 -1.12
-2.41 0.22 1.07 -1.12
-2.28 0.22 0.97 -1.09
-2.13 0.22 0.88 -1.04
-1.96 0.22 0.79 -0.95
-2.76 0.19 1.8 -0.78
-2.76 0.19 1.71 -0.86
-2.74 0.19 1.62 -0.93
-2.7 0.19 1.52 -0.99
-2.65 0.19 1.41 -1.04
-2.58 0.19 1.31 -1.08
-2.49 0.19 1.2 -1.1
-2.39 0.19 1.1 -1.1
-2.27 0.19 1.01 -1.08
-2.14 0.19 0.92 -1.03
-1.98 0.19 0.84 -0.95
-2.73 0.14 1.8 -0.79
-2.72 0.14 1.72 -0.86
-2.7 0.14 1.63 -0.93
-2.67 0.14 1.53 -0.99
-2.62 0.14 1.43 -1.04
-2.56 0.14 1.33 -1.08
-2.48 0.14 1.23 -1.11
-2.38 0.14 1.13 -1.11
-2.27 0.14 1.03 -1.09
-2.14 0.14 0.95 -1.05
-1.99 0.14 0.87 -0.98
-2.71 0.08 1.8 -0.83
-2.7 0.08 1.72 -0.9
-2.68 0.08 1.64 -0.96
-2.65 0.08 1.54 -1.02
-2.6 0.08 1.45 -1.08
-2.54 0.08 1.34 -1.12
-2.47 0.08 1.24 -1.14
-2.37 0.08 1.14 -1.15
-2.27 0.08 1.05 -1.13
-2.14 0.08 0.97 -1.09
-2.0 0.08 0.89 -1.02
-2.7 0.0 1.8 -0.9
-2.69 0.0 1.73 -0.97
-2.68 0.0 1.64 -1.03
-2.64 0.0 1.55 -1.09
-2.6 0.0 1.45 -1.15
-2.54 0.0 1.35 -1.19
-2.46 0.0 1.25 -1.21
-2.37 0.0 1.15 -1.22
-2.26 0.0 1.06 -1.21
-2.14 0.0 0.97 -1.17
-2.0 0.0 0.9 -1.1
1.7 0.0 1.43 3.13
1.94 0.0 1.44 3.38
2.11 0.0 1.5 3.61
2.24 0.0 1.58 3.82
2.33 0.0 1.68 4.01
2.39 0.0 1.8 4.19
2.43 0.0 1.93 4.36
2.48 0.0 2.06 4.53
2.53 0.0 2.18 4.71
2.6 0.0 2.3 4.9
2.7 0.0 2.4 5.1
1.7 -0.18 1.4 2.92
1.94 -0.18 1.42 3.19
2.12 -0.17 1.48 3.43
2.24 -0.15 1.56 3.65
2.33 -0.14 1.67 3.86
2.4 -0.12 1.79 4.06
2.44 -0.11 1.92 4.26
2.49 -0.09 2.05 4.45
2.54 -0.08 2.18 4.64
2.61 -0.07 2.3 4.84
2.72 -0.07 2.4 5.05
1.7 -0.32 1.34 2.72
1.95 -0.31 1.37 3.0
2.13 -0.3 1.43 3.27
2.26 -0.27 1.52 3.51
2.36 -0.25 1.63 3.74
2.42 -0.22 1.76 3.96
2.47 -0.19 1.9 4.18
2.51 -0.16 2.04 4.39
2.57 -0.14 2.17 4.6
2.65 -0.13 2.3 4.82
2.76 -0.12 2.4 5.04
1.7 -0.42 1.25 2.53
1.96 -0.41 1.28 2.84
2.16 -0.39 1.36 3.12
2.29 -0.36 1.46 3.39
2.39 -0.32 1.58 3.64
2.45 -0.29 1.72 3.89
2.5 -0.25 1.87 4.13
2.55 -0.21 2.02 4.36
2.61 -0.18 2.16 4.59
2.7 -0.16 2.29 4.83
2.83 -0.16 2.4 5.07
1.7 -0.48 1.13 2.36
1.98 -0.47 1.18 2.69
2.18 -0.44 1.27 3.0
2.33 -0.41 1.38 3.3
2.43 -0.37 1.52 3.57
2.49 -0.33 1.67 3.84
2.55 -0.28 1.84 4.1
2.6 -0.24 2.0 4.35
2.67 -0.21 2.15 4.61
2.77 -0.19 2.29 4.87
2.91 -0.18 2.4 5.13
1.7 -0.5 1.01 2.22
2.0 -0.49 1.07 2.58
2.21 -0.46 1.17 2.92
2.37 -0.43 1.3 3.23
2.47 -0.39 1.45 3.53
2.54 -0.34 1.62 3.82
2.59 -0.3 1.8 4.1
2.65 -0.25 1.97 4.37
2.73 -0.22 2.14 4.64
2.84 -0.2 2.28 4.92
3.0 -0.19 2.4 5.21
1.7 -0.48 0.89 2.12
2.02 -0.47 0.96 2.51
2.24 -0.44 1.07 2.87
2.4 -0.41 1.21 3.21
2.51 -0.37 1.38 3.52
2.58 -0.33 1.57 3.82
2.64 -0.28 1.76 4.12
2.7 -0.24 1.95 4.4
2.78 -0.21 2.12 4.7
2.91 -0.19 2.28 5.0
3.09 -0.18 2.4 5.31
1.7 -0.42 0.78 2.06
2.03 -0.41 0.86 2.48
2.27 -0.39 0.98 2.86
2.44 -0.36 1.14 3.22
2.55 -0.32 1.32 3.54
2.62 -0.29 1.52 3.86
2.68 -0.25 1.72 4.16
2.75 -0.21 1.92 4.46
2.84 -0.18 2.11 4.76
2.97 -0.16 2.27 5.08
3.17 -0.16 2.4 5.41
1.7 -0.32 0.69 2.07
2.05 -0.31 0.77 2.51
2.3 -0.3 0.91 2.91
2.47 -0.27 1.08 3.27
2.58 -0.25 1.27 3.6
2.66 -0.22 1.48 3.92
2.72 -0.19 1.7 4.23
2.79 -0.16 1.91 4.53
2.88 -0.14 2.1 4.84
3.02 -0.13 2.27 5.17
3.24 -0.12 2.4 5.52
1.7 -0.18 0.62 2.14
2.06 -0.18 0.72 2.6
2.31 -0.17 0.86 3.0
2.49 -0.15 1.03 3.36
2.6 -0.14 1.24 3.7
2.68 -0.12 1.45 4.01
2.74 -0.11 1.68 4.31
2.81 -0.09 1.89 4.61
2.91 -0.08 2.09 4.93
3.06 -0.07 2.27 5.26
3.28 -0.07 2.4 5.62
1.7 0.0 0.6 2.3
2.06 0.0 0.69 2.76
2.32 0.0 0.84 3.16
2.49 0.0 1.02 3.51
2.61 0.0 1.22 3.83
2.69 0.0 1.44 4.13
2.75 0.0 1.67 4.42
2.82 0.0 1.89 4.71
2.92 0.0 2.09 5.01
3.07 0.0 2.26 5.34
3.3 0.0 2.4 5.7
1.7 0.0 0.6 2.3
2.06 0.0 0.69 2.76
2.32 0.0 0.84 3.16
2.49 0.0 1.02 3.51
2.61 0.0 1.22 3.83
2.69 0.0 1.44 4.13
2.75 0.0 1.67 4.42
2.82 0.0 1.89 4.71
2.92 0.0 2.09 5.01
3.07 0.0 2.26 5.34
3.3 0.0 2.4 5.7
1.7 0.18 0.62 2.5
2.06 0.18 0.72 2.95
2.31 0.17 0.86 3.33
2.49 0.15 1.03 3.67
2.6 0.14 1.24 3.98
2.68 0.12 1.45 4.26
2.74 0.11 1.68 4.53
2.81 0.09 1.89 4.8
2.91 0.08 2.09 5.08
3.06 0.07 2.27 5.4
3.28 0.07 2.4 5.75
1.7 0.32 0.69 2.7
2.05 0.31 0.77 3.13
2.3 0.3 0.91 3.5
2.47 0.27 1.08 3.82
2.58 0.25 1.27 4.1
2.66 0.22 1.48 4.36
2.72 0.19 1.7 4.6
2.79 0.16 1.91 4.85
2.88 0.14 2.1 5.12
3.02 0.13 2.27 5.42
3.24 0.12 2.4 5.76
1.7 0.42 0.78 2.89
2.03 0.41 0.86 3.3
2.27 0.39 0.98 3.64
2.44 0.36 1.14 3.94
2.55 0.32 1.32 4.19
2.62 0.29 1.52 4.43
2.68 0.25 1.72 4.66
2.75 0.21 1.92 4.89
2.84 0.18 2.11 5.13
2.97 0.16 2.27 5.41
3.17 0.16 2.4 5.73
1.7 0.48 0.89 3.07
2.02 0.47 0.96 3.44
2.24 0.44 1.07 3.76
2.4 0.41 1.21 4.03
2.51 0.37 1.38 4.26
2.58 0.33 1.57 4.48
2.64 0.28 1.76 4.68
2.7 0.24 1.95 4.89
2.78 0.21 2.12 5.12
2.91 0.19 2.28 5.37
3.09 0.18 2.4 5.67
1.7 0.5 1.01 3.21
2.0 0.49 1.07 3.55
2.21 0.46 1.17 3.85
2.37 0.43 1.3 4.09
2.47 0.39 1.45 4.31
2.54 0.34 1.62 4.5
2.59 0.3 1.8 4.69
2.65 0.25 1.97 4.88
2.73 0.22 2.14 5.08
2.84 0.2 2.28 5.31
3.0 0.19 2.4 5.59
1.7 0.48 1.13 3.31
1.98 0.47 1.18 3.63
2.18 0.44 1.27 3.89
2.33 0.41 1.38 4.12
2.43 0.37 1.52 4.32
2.49 0.33 1.67 4.5
2.55 0.28 1.84 4.67
2.6 0.24 2.0 4.84
2.67 0.21 2.15 5.03
2.77 0.19 2.29 5.24
2.91 0.18 2.4 5.49
1.7 0.42 1.25 3.36
1.96 0.41 1.28 3.65
2.16 0.39 1.36 3.9
2.29 0.36 1.46 4.11
2.39 0.32 1.58 4.29
2.45 0.29 1.72 4.46
2.5 0.25 1.87 4.62
2.55 0.21 2.02 4.79
2.61 0.18 2.16 4.96
2.7 0.16 2.29 5.16
2.83 0.16 2.4 5.39
1.7 0.32 1.34 3.36
1.95 0.31 1.37 3.63
2.13 0.3 1.43 3.86
2.26 0.27 1.52 4.06
2.36 0.25 1.63 4.24
2.42 0.22 1.76 4.4
2.47 0.19 1.9 4.56
2.51 0.16 2.04 4.72
2.57 0.14 2.17 4.88
2.65 0.13 2.3 5.07
2.76 0.12 2.4 5.28
1.7 0.18 1.4 3.28
1.94 0.18 1.42 3.54
2.12 0.17 1.48 3.76
2.24 0.15 1.56 3.96
2.33 0.14 1.67 4.14
2.4 0.12 1.79 4.31
2.44 0.11 1.92 4.47
2.49 0.09 2.05 4.63
2.54 0.08 2.18 4.8
2.61 0.07 2.3 4.98
2.72 0.07 2.4 5.18
1.7 0.0 1.42 3.13
1.94 0.0 1.44 3.38
2.11 0.0 1.5 3.61
2.24 0.0 1.58 3.82
2.33 0.0 1.68 4.01
2.39 0.0 1.8 4.19
2.43 0.0 1.93 4.36
2.48 0.0 2.06 4.53
2.53 0.0 2.18 4.71
2.6 0.0 2.3 4.9
2.7 0.0 2.4 5.1
2.7 0.0 2.4 5.1
2.73 0.0 2.42 5.15
2.76 0.0 2.44 5.19
2.78 0.0 2.45 5.23
2.81 0.0 2.45 5.26
2.82 0.0 2.46 5.28
2.84 0.0 2.45 5.29
2.84 0.0 2.45 5.29
2.84 0.0 2.44 5.27
2.82 0.0 2.42 5.24
2.8 0.0 2.4 5.2
2.72 -0.07 2.4 5.05
2.75 -0.07 2.42 5.1
2.78 -0.06 2.44 5.15
2.8 -0.06 2.45 5.19
2.82 -0.06 2.45 5.22
2.84 -0.05 2.46 5.24
2.85 -0.05 2.45 5.26
2.86 -0.05 2.45 5.26
2.85 -0.04 2.44 5.24
2.84 -0.04 2.42 5.22
2.81 -0.04 2.4 5.17
2.76 -0.12 2.4 5.04
2.8 -0.12 2.42 5.1
2.83 -0.12 2.44 5.15
2.85 -0.11 2.45 5.19
2.87 -0.1 2.46 5.23
2.89 -0.1 2.46 5.25
2.9 -0.09 2.46 5.26
2.9 -0.08 2.45 5.26
2.89 -0.08 2.44 5.25
2.87 -0.07 2.42 5.22
2.84 -0.07 2.4 5.17
2.83 -0.16 2.4 5.07
2.87 -0.16 2.42 5.13
2.9 -0.15 2.44 5.18
2.92 -0.14 2.45 5.23
2.94 -0.14 2.46 5.27
2.96 -0.13 2.46 5.29
2.96 -0.12 2.46 5.3
2.96 -0.11 2.45 5.3
2.94 -0.1 2.44 5.28
2.92 -0.1 2.42 5.25
2.89 -0.09 2.4 5.19
2.91 -0.18 2.4 5.13
2.95 -0.18 2.42 5.2
2.98 -0.17 2.44 5.25
3.01 -0.16 2.45 5.3
3.03 -0.15 2.46 5.33
3.04 -0.14 2.46 5.36
3.04 -0.13 2.46 5.37
3.03 -0.12 2.45 5.36
3.01 -0.12 2.44 5.34
2.98 -0.11 2.42 5.29
2.94 -0.11 2.4 5.23
3.0 -0.19 2.4 5.21
3.04 -0.19 2.42 5.28
3.08 -0.18 2.44 5.34
3.1 -0.17 2.45 5.39
3.12 -0.16 2.46 5.42
3.13 -0.15 2.47 5.44
3.12 -0.14 2.46 5.45
3.11 -0.13 2.46 5.44
3.08 -0.12 2.44 5.41
3.05 -0.11 2.43 5.36
3.0 -0.11 2.4 5.29
3.09 -0.18 2.4 5.31
3.14 -0.18 2.42 5.38
3.17 -0.17 2.44 5.44
3.2 -0.16 2.46 5.49
3.21 -0.15 2.47 5.52
3.22 -0.14 2.47 5.54
3.21 -0.13 2.47 5.54
3.19 -0.12 2.46 5.52
3.16 -0.12 2.45 5.49
3.11 -0.11 2.43 5.43
3.06 -0.11 2.4 5.35
3.17 -0.16 2.4 5.41
3.22 -0.16 2.42 5.49
3.26 -0.15 2.44 5.55
3.29 -0.14 2.46 5.6
3.3 -0.14 2.47 5.63
3.3 -0.13 2.47 5.64
3.28 -0.12 2.47 5.64
3.26 -0.11 2.46 5.61
3.22 -0.1 2.45 5.57
3.17 -0.1 2.43 5.5
3.11 -0.09 2.4 5.42
3.24 -0.12 2.4 5.52
3.29 -0.12 2.43 5.6
3.33 -0.12 2.45 5.66
3.36 -0.11 2.46 5.71
3.37 -0.1 2.47 5.74
3.37 -0.1 2.48 5.74
3.35 -0.09 2.47 5.73
3.32 -0.08 2.47 5.7
3.28 -0.08 2.45 5.65
3.22 -0.07 2.43 5.58
3.16 -0.07 2.4 5.49
3.28 -0.07 2.4 5.62
3.34 -0.07 2.43 5.7
3.38 -0.06 2.45 5.76
3.41 -0.06 2.46 5.81
3.42 -0.06 2.47 5.83
3.41 -0.05 2.48 5.83
3.39 -0.05 2.47 5.82
3.36 -0.05 2.47 5.78
3.31 -0.04 2.45 5.72
3.26 -0.04 2.43 5.65
3.19 -0.04 2.4 5.55
3.3 0.0 2.4 5.7
3.36 0.0 2.43 5.78
3.4 0.0 2.45 5.85
3.42 0.0 2.46 5.89
3.43 0.0 2.47 5.91
3.43 0.0 2.48 5.91
3.41 0.0 2.48 5.88
3.37 0.0 2.47 5.84
3.33 0.0 2.45 5.78
3.27 0.0 2.43 5.7
3.2 0.0 2.4 5.6
3.3 0.0 2.4 5.7
3.36 0.0 2.43 5.78
3.4 0.0 2.45 5.85
3.42 0.0 2.46 5.89
3.43 0.0 2.47 5.91
3.43 0.0 2.48 5.91
3.41 0.0 2.48 5.88
3.37 0.0 2.47 5.84
3.33 0.0 2.45 5.78
3.27 0.0 2.43 5.7
3.2 0.0 2.4 5.6
3.28 0.07 2.4 5.75
3.34 0.07 2.43 5.83
3.38 0.06 2.45 5.89
3.41 0.06 2.46 5.93
3.42 0.06 2.47 5.95
3.41 0.05 2.48 5.94
3.39 0.05 2.47 5.92
3.36 0.05 2.47 5.87
3.31 0.04 2.45 5.81
3.26 0.04 2.43 5.73
3.19 0.04 2.4 5.63
3.24 0.12 2.4 5.76
3.29 0.12 2.43 5.84
3.33 0.12 2.45 5.89
3.36 0.11 2.46 5.93
3.37 0.1 2.47 5.94
3.37 0.1 2.48 5.94
3.35 0.09 2.47 5.91
3.32 0.08 2.47 5.87
3.28 0.08 2.45 5.8
3.22 0.07 2.43 5.73
3.16 0.07 2.4 5.63
3.17 0.16 2.4 5.73
3.22 0.16 2.42 5.8
3.26 0.15 2.44 5.86
3.29 0.14 2.46 5.89
3.3 0.14 2.47 5.9
3.3 0.13 2.47 5.9
3.28 0.12 2.47 5.87
3.26 0.11 2.46 5.83
3.22 0.1 2.45 5.77
3.17 0.1 2.43 5.7
3.11 0.09 2.4 5.61
3.09 0.18 2.4 5.67
3.14 0.18 2.42 5.74
3.17 0.17 2.44 5.79
3.2 0.16 2.46 5.82
3.21 0.15 2.47 5.83
3.22 0.14 2.47 5.83
3.21 0.13 2.47 5.81
3.19 0.12 2.46 5.77
3.16 0.12 2.45 5.72
3.11 0.11 2.43 5.65
3.06 0.11 2.4 5.57
3.0 0.19 2.4 5.59
3.04 0.19 2.42 5.65
3.08 0.18 2.44 5.7
3.1 0.17 2.45 5.73
3.12 0.16 2.46 5.75
3.13 0.15 2.47 5.74
3.12 0.14 2.46 5.73
3.11 0.13 2.46 5.69
3.08 0.12 2.44 5.65
3.05 0.11 2.43 5.59
3.0 0.11 2.4 5.51
2.91 0.18 2.4 5.49
2.95 0.18 2.42 5.55
2.98 0.17 2.44 5.6
3.01 0.16 2.45 5.63
3.03 0.15 2.46 5.64
3.04 0.14 2.46 5.64
3.04 0.13 2.46 5.63
3.03 0.12 2.45 5.61
3.01 0.12 2.44 5.57
2.98 0.11 2.42 5.51
2.94 0.11 2.4 5.45
2.83 0.16 2.4 5.39
2.87 0.16 2.42 5.44
2.9 0.15 2.44 5.49
2.92 0.14 2.45 5.52
2.94 0.14 2.46 5.54
2.96 0.13 2.46 5.54
2.96 0.12 2.46 5.54
2.96 0.11 2.45 5.52
2.94 0.1 2.44 5.48
2.92 0.1 2.42 5.44
2.89 0.09 2.4 5.38
2.76 0.12 2.4 5.28
2.8 0.12 2.42 5.33
2.83 0.12 2.44 5.38
2.85 0.11 2.45 5.41
2.87 0.1 2.46 5.43
2.89 0.1 2.46 5.44
2.9 0.09 2.46 5.44
2.9 0.08 2.45 5.43
2.89 0.08 2.44 5.4
2.87 0.07 2.42 5.37
2.84 0.07 2.4 5.31
2.72 0.07 2.4 5.18
2.75 0.07 2.42 5.23
2.78 0.06 2.44 5.28
2.8 0.06 2.45 5.31
2.82 0.06 2.45 5.34
2.84 0.05 2.46 5.35
2.85 0.05 2.45 5.36
2.86 0.05 2.45 5.35
2.85 0.04 2.44 5.33
2.84 0.04 2.42 5.3
2.81 0.04 2.4 5.25
2.7 0.0 2.4 5.1
2.73 0.0 2.42 5.15
2.76 0.0 2.44 5.19
2.78 0.0 2.45 5.23
2.81 0.0 2.45 5.26
2.82 0.0 2.46 5.28
2.84 0.0 2.45 5.29
2.84 0.0 2.45 5.29
2.84 0.0 2.44 5.27
2.82 0.0 2.42 5.24
2.8 0.0 2.4 5.2
0.0 0.0 3.15 3.15
0.19 0.0 3.14 3.34
0.31 0.0 3.12 3.43
0.36 0.0 3.08 3.44
0.36 0.0 3.03 3.39
0.33 0.0 2.98 3.31
0.27 0.0 2.92 3.2
0.22 0.0 2.86 3.08
0.18 0.0 2.8 2.98
0.17 0.0 2.75 2.92
0.2 0.0 2.7 2.9
0.0 0.0 3.15 3.15
0.19 -0.03 3.14 3.3
0.3 -0.05 3.12 3.37
0.35 -0.06 3.08 3.38
0.35 -0.06 3.03 3.33
0.32 -0.05 2.98 3.25
